TargetName,HUGOSymbol,TargetGroup,AnalyteType,CodeClass,ProbePool,MinCount,MaxCount,MedianCount,GeomeanCount,NumberOfProbesIncluded,NumberOfProbesTotal,GeneID
DYRK1B,DYRK1B,All Targets,RNA,Endogenous,1,1,54,11,9.972454073,1,1,9149
NDOR1,NDOR1,All Targets,RNA,Endogenous,1,1,30,6,5.327716762,1,1,27158
HCN1,HCN1,All Targets,RNA,Endogenous,1,1,30,6,4.884439721,1,1,348980
FUT7,FUT7,All Targets,RNA,Endogenous,1,1,55,7,7.320664465,1,1,2529
WDHD1,WDHD1,All Targets,RNA,Endogenous,1,1,79,8,6.780790022,1,1,11169
C2orf91,C2orf91,All Targets,RNA,Endogenous,1,1,29,5,5.054849124,1,1,400950
LRRFIP1,LRRFIP1,All Targets,RNA,Endogenous,1,1,137,29,23.33133604,1,1,9208
ZFP82,ZFP82,All Targets,RNA,Endogenous,1,1,62,13,10.57366816,1,1,284406
REXO4,REXO4,All Targets,RNA,Endogenous,1,1,48,10,9.365513953,1,1,57109
AHI1,AHI1,All Targets,RNA,Endogenous,1,1,61,12,8.860495892,1,1,54806
KRTAP19-4,KRTAP19-4,All Targets,RNA,Endogenous,1,1,21,4,3.954268564,1,1,337971
SCRG1,SCRG1,All Targets,RNA,Endogenous,1,1,35,9,7.519394742,1,1,11341
HAS3,HAS3,All Targets,RNA,Endogenous,1,1,24,5,4.01021535,1,1,3038
TMPRSS3,TMPRSS3,All Targets,RNA,Endogenous,1,1,107,14,11.97392722,1,1,64699
OSBP2,OSBP2,All Targets,RNA,Endogenous,1,1,32,10,7.984217927,1,1,23762
IL18R1,IL18R1,All Targets,RNA,Endogenous,1,1,45,8,7.474520376,1,1,8809
ZNF184,ZNF184,All Targets,RNA,Endogenous,1,1,39,8,6.485489624,1,1,7738
TRIM21,TRIM21,All Targets,RNA,Endogenous,1,1,84,17,15.52148615,1,1,6737
DCK,DCK,All Targets,RNA,Endogenous,1,1,134,21,20.69804853,1,1,1633
C6orf15,C6orf15,All Targets,RNA,Endogenous,1,1,23,5,4.601675955,1,1,29113
KRTAP10-10,KRTAP10-10,All Targets,RNA,Endogenous,1,1,140,28,22.83553946,1,1,353333
GON7,GON7,All Targets,RNA,Endogenous,1,1,63,15,11.81808776,1,1,84520
OR1I1,OR1I1,All Targets,RNA,Endogenous,1,1,27,4,3.675348444,1,1,126370
ENTHD1,ENTHD1,All Targets,RNA,Endogenous,1,1,29,7,5.629566132,1,1,150350
SNRPB,SNRPB,All Targets,RNA,Endogenous,1,1,117,18,16.40813476,1,1,6628
RNF225,RNF225,All Targets,RNA,Endogenous,1,1,53,12,11.60800193,1,1,646862
OR56A4,OR56A4,All Targets,RNA,Endogenous,1,1,43,12,9.417446596,1,1,120793
LRRC9,LRRC9,All Targets,RNA,Endogenous,1,1,31,7,6.17159182,1,1,341883
CC2D2B,CC2D2B,All Targets,RNA,Endogenous,1,1,23,4,4.329487655,1,1,387707
GTF3C3,GTF3C3,All Targets,RNA,Endogenous,1,1,81,14,12.77432444,1,1,9330
SEC61A1,SEC61A1,All Targets,RNA,Endogenous,1,1,108,23,19.15050318,1,1,29927
ZC3H7B,ZC3H7B,All Targets,RNA,Endogenous,1,1,100,24,21.18689103,1,1,23264
CRY1,CRY1,All Targets,RNA,Endogenous,1,1,143,10,9.208186721,1,1,1407
PUSL1,PUSL1,All Targets,RNA,Endogenous,1,1,45,11,9.799204865,1,1,126789
SLITRK2,SLITRK2,All Targets,RNA,Endogenous,1,1,24,5,4.663969245,1,1,84631
IL1RL1,IL1RL1,All Targets,RNA,Endogenous,1,1,25,7,5.921335214,1,1,9173
ASPN,ASPN,All Targets,RNA,Endogenous,1,1,14,3,3.16028636,1,1,54829
RBFOX1,RBFOX1,All Targets,RNA,Endogenous,1,1,25,8,6.32768113,1,1,54715
EXOG,EXOG,All Targets,RNA,Endogenous,1,1,51,8,7.888437497,1,1,9941
COX14,COX14,All Targets,RNA,Endogenous,1,1,71,14,12.91875353,1,1,84987
ZNF682,ZNF682,All Targets,RNA,Endogenous,1,1,28,6,5.272522156,1,1,91120
ATP23,ATP23,All Targets,RNA,Endogenous,1,1,33,8,6.619891744,1,1,91419
COX5B,COX5B,All Targets,RNA,Endogenous,1,2,141,35,29.50390887,1,1,1329
CCDC89,CCDC89,All Targets,RNA,Endogenous,1,1,18,3,3.121942632,1,1,220388
ATF4,ATF4,All Targets,RNA,Endogenous,1,5,256,58,48.86320999,1,1,468
ZC4H2,ZC4H2,All Targets,RNA,Endogenous,1,1,49,9,7.353305628,1,1,55906
RXFP2,RXFP2,All Targets,RNA,Endogenous,1,1,17,4,3.791110192,1,1,122042
BZW1,BZW1,All Targets,RNA,Endogenous,1,1,92,22,18.21502188,1,1,9689
DHX16,DHX16,All Targets,RNA,Endogenous,1,1,71,12,11.04885752,1,1,8449
SLC25A47,SLC25A47,All Targets,RNA,Endogenous,1,1,58,12,9.682185148,1,1,283600
KLHL20,KLHL20,All Targets,RNA,Endogenous,1,1,59,11,9.272734873,1,1,27252
RBKS,RBKS,All Targets,RNA,Endogenous,1,1,31,7,6.940675377,1,1,64080
SMAP1,SMAP1,All Targets,RNA,Endogenous,1,2,92,13,12.00270696,1,1,60682
P2RX1,P2RX1,All Targets,RNA,Endogenous,1,1,33,7,5.907290072,1,1,5023
S100A13,S100A13,All Targets,RNA,Endogenous,1,1,86,15,13.8198391,1,1,6284
SEC31B,SEC31B,All Targets,RNA,Endogenous,1,1,49,9,8.204015539,1,1,25956
TIMM22,TIMM22,All Targets,RNA,Endogenous,1,1,40,7,6.602043179,1,1,29928
FAM120AOS,FAM120AOS,All Targets,RNA,Endogenous,1,1,66,11,9.500277369,1,1,158293
CRTAC1,CRTAC1,All Targets,RNA,Endogenous,1,1,31,9,7.080371842,1,1,55118
ALDOA,"ALDOA,LOC112694756",All Targets,RNA,Endogenous,1,8,1039,131,122.2425386,1,1,226
TMEM33,TMEM33,All Targets,RNA,Endogenous,1,1,84,16,14.22326781,1,1,55161
DENND2D,DENND2D,All Targets,RNA,Endogenous,1,1,222,29,24.355719,1,1,79961
OR2A7,"LOC107987545,OR2A4,OR2A7",All Targets,RNA,Endogenous,1,1,62,14,11.46885223,1,1,401427
CD37,CD37,All Targets,RNA,Endogenous,1,1,92,9,9.673658566,1,1,951
PGBD3,"PGBD3,ERCC6",All Targets,RNA,Endogenous,1,1,42,8,7.00477485,1,1,267004
C22orf23,C22orf23,All Targets,RNA,Endogenous,1,1,43,9,8.108654709,1,1,84645
SAR1A,SAR1A,All Targets,RNA,Endogenous,1,1,49,11,9.831609303,1,1,56681
ELOVL5,ELOVL5,All Targets,RNA,Endogenous,1,7,440,94,81.39753504,1,1,60481
GPR22,GPR22,All Targets,RNA,Endogenous,1,1,32,6,5.453775097,1,1,2845
CA9,CA9,All Targets,RNA,Endogenous,1,1,41,8,7.166152112,1,1,768
RNF222,RNF222,All Targets,RNA,Endogenous,1,1,26,6,5.198858639,1,1,643904
KCNJ1,KCNJ1,All Targets,RNA,Endogenous,1,1,35,7,5.994268278,1,1,3758
PLEKHG2,PLEKHG2,All Targets,RNA,Endogenous,1,1,67,11,9.268280356,1,1,64857
ZMAT4,ZMAT4,All Targets,RNA,Endogenous,1,1,29,6,5.511043049,1,1,79698
LATS1,LATS1,All Targets,RNA,Endogenous,1,1,65,12,10.53402312,1,1,9113
PPP1R7,PPP1R7,All Targets,RNA,Endogenous,1,1,109,22,19.63620642,1,1,5510
PPP1R32,PPP1R32,All Targets,RNA,Endogenous,1,1,43,9,7.529079744,1,1,220004
SET,SET,All Targets,RNA,Endogenous,1,1,75,17,14.7925147,1,1,6418
DDIT3,DDIT3,All Targets,RNA,Endogenous,1,1,53,14,12.53835477,1,1,1649
FLOT2,FLOT2,All Targets,RNA,Endogenous,1,3,193,44,37.68513022,1,1,2319
DDX31,DDX31,All Targets,RNA,Endogenous,1,1,26,5,4.703010784,1,1,64794
TGM5,TGM5,All Targets,RNA,Endogenous,1,1,33,8,7.006439482,1,1,9333
KCNH8,KCNH8,All Targets,RNA,Endogenous,1,1,23,6,5.06816631,1,1,131096
FAS,FAS,All Targets,RNA,Endogenous,1,1,45,8,6.957398075,1,1,355
TNFRSF13C,TNFRSF13C,All Targets,RNA,Endogenous,1,1,62,13,10.62011093,1,1,115650
HSPBAP1,HSPBAP1,All Targets,RNA,Endogenous,1,1,30,7,6.533019408,1,1,79663
EML1,EML1,All Targets,RNA,Endogenous,1,1,38,7,6.269486315,1,1,2009
MED20,MED20,All Targets,RNA,Endogenous,1,1,45,10,8.637632757,1,1,9477
RNF133,RNF133,All Targets,RNA,Endogenous,1,1,19,5,4.027634909,1,1,168433
SMPD2,SMPD2,All Targets,RNA,Endogenous,1,1,27,8,6.678960239,1,1,6610
HYLS1,HYLS1,All Targets,RNA,Endogenous,1,1,31,9,6.977499189,1,1,219844
SNAI3,SNAI3,All Targets,RNA,Endogenous,1,1,30,6,5.864747225,1,1,333929
NELFCD,NELFCD,All Targets,RNA,Endogenous,1,1,76,16,12.84888869,1,1,51497
HECTD4,HECTD4,All Targets,RNA,Endogenous,1,1,78,17,14.50942525,1,1,283450
SLC5A12,SLC5A12,All Targets,RNA,Endogenous,1,1,56,9,7.594430655,1,1,159963
SPEGNB,SPEGNB,All Targets,RNA,Endogenous,1,1,22,3,3.020386167,1,1,100996693
WWC3,WWC3,All Targets,RNA,Endogenous,1,1,40,9,8.108038696,1,1,55841
RNFT2,RNFT2,All Targets,RNA,Endogenous,1,1,21,5,4.525783637,1,1,84900
NHP2,NHP2,All Targets,RNA,Endogenous,1,2,211,39,36.50784064,1,1,55651
ASB11,ASB11,All Targets,RNA,Endogenous,1,1,24,4,3.45110281,1,1,140456
EIF4E1B,EIF4E1B,All Targets,RNA,Endogenous,1,1,27,5,4.046576556,1,1,253314
MINDY1,MINDY1,All Targets,RNA,Endogenous,1,1,47,11,9.467482604,1,1,55793
ACSS3,ACSS3,All Targets,RNA,Endogenous,1,1,22,5,4.823745752,1,1,79611
MAGEB10,MAGEB10,All Targets,RNA,Endogenous,1,1,24,5,3.933908468,1,1,139422
SLC22A6,SLC22A6,All Targets,RNA,Endogenous,1,1,16,3,2.671445064,1,1,9356
RNF4,RNF4,All Targets,RNA,Endogenous,1,2,128,20,19.51930976,1,1,6047
PPP1R15A,PPP1R15A,All Targets,RNA,Endogenous,1,1,39,10,8.793806635,1,1,23645
CCL1,CCL1,All Targets,RNA,Endogenous,1,1,50,5,4.524671268,1,1,6346
SPAG11A,"SPAG11B,SPAG11A",All Targets,RNA,Endogenous,1,2,115,26,23.04115219,1,1,653423
NCK1,NCK1,All Targets,RNA,Endogenous,1,1,102,24,18.83463377,1,1,4690
KIF2B,KIF2B,All Targets,RNA,Endogenous,1,1,30,5,4.910074858,1,1,84643
C3orf35,C3orf35,All Targets,RNA,Endogenous,1,1,23,6,4.777398396,1,1,339883
ANAPC10,ANAPC10,All Targets,RNA,Endogenous,1,1,66,15,11.64008474,1,1,10393
CST9,CST9,All Targets,RNA,Endogenous,1,1,34,9,7.678622288,1,1,128822
ZNF185,ZNF185,All Targets,RNA,Endogenous,1,1,28,6,5.892999241,1,1,7739
SLC12A9,SLC12A9,All Targets,RNA,Endogenous,1,1,69,13,12.29549172,1,1,56996
RMND5B,RMND5B,All Targets,RNA,Endogenous,1,1,36,10,8.304382979,1,1,64777
OBP2A,OBP2A,All Targets,RNA,Endogenous,1,1,35,6,5.476786414,1,1,29991
GDF6,GDF6,All Targets,RNA,Endogenous,1,1,37,9,7.317528123,1,1,392255
GATM,GATM,All Targets,RNA,Endogenous,1,1,96,8,8.157143163,1,1,2628
TBC1D7,"TBC1D7-LOC100130357,TBC1D7",All Targets,RNA,Endogenous,1,1,33,8,5.992903926,1,1,51256
WHRN,WHRN,All Targets,RNA,Endogenous,1,1,88,10,9.296086782,1,1,25861
TDRD15,TDRD15,All Targets,RNA,Endogenous,1,1,24,4,3.987399682,1,1,100129278
CLPB,CLPB,All Targets,RNA,Endogenous,1,1,41,9,8.43722806,1,1,81570
CT83,CT83,All Targets,RNA,Endogenous,1,1,30,5,4.313845007,1,1,203413
SPINK2,SPINK2,All Targets,RNA,Endogenous,1,1,81,8,7.535123254,1,1,6691
DNAJC8,DNAJC8,All Targets,RNA,Endogenous,1,1,174,40,32.70404934,1,1,22826
C14orf178,C14orf178,All Targets,RNA,Endogenous,1,1,26,7,6.166624938,1,1,283579
FBXL13,FBXL13,All Targets,RNA,Endogenous,1,1,25,6,4.884048883,1,1,222235
TMEM266,TMEM266,All Targets,RNA,Endogenous,1,1,18,4,3.242717681,1,1,123591
KCNH1,KCNH1,All Targets,RNA,Endogenous,1,1,21,6,4.716864419,1,1,3756
SLC5A8,SLC5A8,All Targets,RNA,Endogenous,1,1,31,5,4.419324727,1,1,160728
SLC13A5,SLC13A5,All Targets,RNA,Endogenous,1,1,44,8,7.155682789,1,1,284111
TMEM245,TMEM245,All Targets,RNA,Endogenous,1,1,74,15,12.44626197,1,1,23731
OR52E1,OR52E1,All Targets,RNA,Endogenous,1,1,35,7,6.388799107,1,1,79296
CDC5L,CDC5L,All Targets,RNA,Endogenous,1,1,73,13,12.30445308,1,1,988
FN3KRP,FN3KRP,All Targets,RNA,Endogenous,1,1,51,12,10.19037428,1,1,79672
SLC9A7,SLC9A7,All Targets,RNA,Endogenous,1,1,36,7,6.447091486,1,1,84679
OLFM4,OLFM4,All Targets,RNA,Endogenous,1,1,30,5,5.02980969,1,1,10562
MTSS2,MTSS2,All Targets,RNA,Endogenous,1,1,27,5,4.891063612,1,1,92154
SNTB1,SNTB1,All Targets,RNA,Endogenous,1,1,44,12,8.751389662,1,1,6641
KCNA2,KCNA2,All Targets,RNA,Endogenous,1,1,28,5,4.889057736,1,1,3737
ATP6V0E1,ATP6V0E1,All Targets,RNA,Endogenous,1,2,121,30,25.09030968,1,1,8992
HSH2D,HSH2D,All Targets,RNA,Endogenous,1,1,94,17,15.59212459,1,1,84941
WDR18,WDR18,All Targets,RNA,Endogenous,1,1,50,13,11.10946161,1,1,57418
CLIP3,CLIP3,All Targets,RNA,Endogenous,1,1,34,9,7.925752275,1,1,25999
CYB5RL,CYB5RL,All Targets,RNA,Endogenous,1,1,54,10,9.449221095,1,1,606495
UBE2V1,"UBE2V1,PEDS1-UBE2V1",All Targets,RNA,Endogenous,1,3,222,44,40.93347151,1,1,7335
TMEM18,TMEM18,All Targets,RNA,Endogenous,1,1,31,9,7.262999995,1,1,129787
GRIA3,GRIA3,All Targets,RNA,Endogenous,1,1,44,5,4.046757032,1,1,2892
SIX1,SIX1,All Targets,RNA,Endogenous,1,1,25,5,4.575525446,1,1,6495
DGLUCY,DGLUCY,All Targets,RNA,Endogenous,1,1,83,20,15.84933193,1,1,80017
ZNF8,ZNF8,All Targets,RNA,Endogenous,1,1,21,6,4.789216688,1,1,7554
CDPF1,CDPF1,All Targets,RNA,Endogenous,1,1,73,20,16.15906513,1,1,150383
CASKIN2,CASKIN2,All Targets,RNA,Endogenous,1,1,16,5,3.926769438,1,1,57513
SNX24,SNX24,All Targets,RNA,Endogenous,1,1,33,8,6.679477845,1,1,28966
UBAP1L,UBAP1L,All Targets,RNA,Endogenous,1,1,33,6,5.982397013,1,1,390595
PPCDC,PPCDC,All Targets,RNA,Endogenous,1,1,49,11,9.25764543,1,1,60490
NELL1,NELL1,All Targets,RNA,Endogenous,1,1,30,7,5.519509435,1,1,4745
MCF2,MCF2,All Targets,RNA,Endogenous,1,1,40,7,6.03374826,1,1,4168
XRCC3,XRCC3,All Targets,RNA,Endogenous,1,1,23,7,5.387041219,1,1,7517
SOCS7,SOCS7,All Targets,RNA,Endogenous,1,1,21,6,5.388157531,1,1,30837
OR52N2,OR52N2,All Targets,RNA,Endogenous,1,1,38,9,7.146134317,1,1,390077
NOBOX,NOBOX,All Targets,RNA,Endogenous,1,1,20,5,4.38466185,1,1,135935
GPR137B,GPR137B,All Targets,RNA,Endogenous,1,1,27,6,5.832054821,1,1,7107
EPHB6,EPHB6,All Targets,RNA,Endogenous,1,1,36,8,6.84656956,1,1,2051
ATP5PB,ATP5PB,All Targets,RNA,Endogenous,1,1,103,27,20.94707221,1,1,515
MFN1,MFN1,All Targets,RNA,Endogenous,1,1,82,19,16.90354128,1,1,55669
CHRNA9,CHRNA9,All Targets,RNA,Endogenous,1,1,32,6,5.176164996,1,1,55584
KRT86,KRT86,All Targets,RNA,Endogenous,1,1,37,8,6.794878545,1,1,3892
CAPN6,CAPN6,All Targets,RNA,Endogenous,1,1,28,5,4.497799791,1,1,827
BIN2,BIN2,All Targets,RNA,Endogenous,1,2,184,20,19.69678599,1,1,51411
SEMA4F,SEMA4F,All Targets,RNA,Endogenous,1,1,48,10,8.760233583,1,1,10505
TXNRD2,TXNRD2,All Targets,RNA,Endogenous,1,1,49,12,8.862093674,1,1,10587
SIT1,SIT1,All Targets,RNA,Endogenous,1,1,163,15,14.77109375,1,1,27240
CLDND2,CLDND2,All Targets,RNA,Endogenous,1,1,53,7,7.146455283,1,1,125875
H2AC6,H2AC6,All Targets,RNA,Endogenous,1,1,374,62,55.67775211,1,1,8334
OR52B6,OR52B6,All Targets,RNA,Endogenous,1,1,62,8,7.483479105,1,1,340980
EGFR,EGFR,All Targets,RNA,Endogenous,1,1,50,7,7.171728381,1,1,1956
NDUFB4,NDUFB4,All Targets,RNA,Endogenous,1,1,178,40,31.60842493,1,1,4710
GJB2,GJB2,All Targets,RNA,Endogenous,1,1,42,9,7.682722672,1,1,2706
ZNF470,ZNF470,All Targets,RNA,Endogenous,1,1,74,16,14.77741732,1,1,388566
CHST4,CHST4,All Targets,RNA,Endogenous,1,1,79,10,9.075980964,1,1,10164
TRIB1,TRIB1,All Targets,RNA,Endogenous,1,1,66,14,11.90102013,1,1,10221
AKAP8L,AKAP8L,All Targets,RNA,Endogenous,1,1,98,19,16.85323649,1,1,26993
PGAP1,PGAP1,All Targets,RNA,Endogenous,1,1,22,6,5.352545113,1,1,80055
TSPAN6,TSPAN6,All Targets,RNA,Endogenous,1,1,51,8,6.998517504,1,1,7105
RBM48,RBM48,All Targets,RNA,Endogenous,1,1,45,14,11.00581539,1,1,84060
FAM189A1,FAM189A1,All Targets,RNA,Endogenous,1,1,28,6,5.381884875,1,1,23359
NDUFS4,NDUFS4,All Targets,RNA,Endogenous,1,1,112,20,17.8102584,1,1,4724
SCRT2,SCRT2,All Targets,RNA,Endogenous,1,1,31,6,5.354878886,1,1,85508
SIX3,SIX3,All Targets,RNA,Endogenous,1,1,17,4,3.25589077,1,1,6496
CDK5R2,CDK5R2,All Targets,RNA,Endogenous,1,1,26,5,4.142673118,1,1,8941
C16orf82,C16orf82,All Targets,RNA,Endogenous,1,1,41,10,8.862167533,1,1,162083
DUSP6,DUSP6,All Targets,RNA,Endogenous,1,1,90,19,16.53968443,1,1,1848
CACNB3,CACNB3,All Targets,RNA,Endogenous,1,1,67,14,12.73168877,1,1,784
EMILIN1,EMILIN1,All Targets,RNA,Endogenous,1,3,149,18,16.76062903,1,1,11117
CIBAR1,CIBAR1,All Targets,RNA,Endogenous,1,1,66,14,13.3388907,1,1,137392
TMEM271,TMEM271,All Targets,RNA,Endogenous,1,1,26,5,4.357834557,1,1,112441426
IFNA8,IFNA8,All Targets,RNA,Endogenous,1,1,34,6,5.80720162,1,1,3445
ZNF846,ZNF846,All Targets,RNA,Endogenous,1,1,36,8,7.40934128,1,1,162993
SNX32,SNX32,All Targets,RNA,Endogenous,1,1,23,4,4.647222876,1,1,254122
AHSG,AHSG,All Targets,RNA,Endogenous,1,1,40,7,6.00245897,1,1,197
UQCC3,UQCC3,All Targets,RNA,Endogenous,1,1,28,7,6.036769648,1,1,790955
PEX11A,PEX11A,All Targets,RNA,Endogenous,1,1,28,8,7.017279324,1,1,8800
NICN1,NICN1,All Targets,RNA,Endogenous,1,6,355,87,76.9380025,1,1,84276
DYNC1LI2,DYNC1LI2,All Targets,RNA,Endogenous,1,1,97,13,11.4713944,1,1,1783
POLR2C,POLR2C,All Targets,RNA,Endogenous,1,1,59,13,11.06039966,1,1,5432
HRH1,HRH1,All Targets,RNA,Endogenous,1,1,18,5,4.132754738,1,1,3269
FCGR2B,FCGR2B,All Targets,RNA,Endogenous,1,1,23,5,4.556240922,1,1,2213
CLUAP1,CLUAP1,All Targets,RNA,Endogenous,1,1,54,12,10.80020747,1,1,23059
GDF11,GDF11,All Targets,RNA,Endogenous,1,1,47,6,6.555626769,1,1,10220
SFTA2,SFTA2,All Targets,RNA,Endogenous,1,1,53,6,6.017623301,1,1,389376
LIPN,LIPN,All Targets,RNA,Endogenous,1,1,35,8,7.363681041,1,1,643418
PTCD2,PTCD2,All Targets,RNA,Endogenous,1,1,32,6,6.060863316,1,1,79810
SLC22A4,SLC22A4,All Targets,RNA,Endogenous,1,1,29,8,6.57849987,1,1,6583
VN1R5,VN1R5,All Targets,RNA,Endogenous,1,1,29,7,5.562026228,1,1,317705
RNF126,RNF126,All Targets,RNA,Endogenous,1,1,127,19,17.00715199,1,1,55658
GRM8,GRM8,All Targets,RNA,Endogenous,1,1,54,7,6.079535015,1,1,2918
SELENOF,SELENOF,All Targets,RNA,Endogenous,1,1,84,20,15.87868148,1,1,9403
REXO2,REXO2,All Targets,RNA,Endogenous,1,1,70,16,13.91862084,1,1,25996
DCAF16,DCAF16,All Targets,RNA,Endogenous,1,1,85,18,17.0052535,1,1,54876
MYH14,MYH14,All Targets,RNA,Endogenous,1,1,205,12,14.87081779,1,1,79784
FMNL1,FMNL1,All Targets,RNA,Endogenous,1,2,225,16,19.66004427,1,1,752
PDZD3,PDZD3,All Targets,RNA,Endogenous,1,1,43,8,7.484319075,1,1,79849
SYPL1,SYPL1,All Targets,RNA,Endogenous,1,1,65,17,14.99941565,1,1,6856
APOBEC3A_B,APOBEC3A_B,All Targets,RNA,Endogenous,1,9,592,115,103.5344704,1,1,100913187
TNC,TNC,All Targets,RNA,Endogenous,1,1,271,8,8.367285425,1,1,3371
RPEL1,RPEL1,All Targets,RNA,Endogenous,1,1,33,7,6.052783701,1,1,729020
ZNF358,ZNF358,All Targets,RNA,Endogenous,1,1,45,9,6.986604623,1,1,140467
TOPAZ1,TOPAZ1,All Targets,RNA,Endogenous,1,1,23,7,5.916806744,1,1,375337
RPL26L1,RPL26L1,All Targets,RNA,Endogenous,1,1,52,18,14.44100479,1,1,51121
GLOD4,GLOD4,All Targets,RNA,Endogenous,1,1,55,13,11.02058779,1,1,51031
JMJD6,JMJD6,All Targets,RNA,Endogenous,1,1,61,11,9.994880973,1,1,23210
CMTM1,CMTM1,All Targets,RNA,Endogenous,1,1,110,17,14.4623414,1,1,113540
B9D1,B9D1,All Targets,RNA,Endogenous,1,1,21,5,4.090628257,1,1,27077
ZNF383,ZNF383,All Targets,RNA,Endogenous,1,2,149,41,33.19100236,1,1,163087
STRADA,STRADA,All Targets,RNA,Endogenous,1,1,52,10,7.963267171,1,1,92335
TOR1B,TOR1B,All Targets,RNA,Endogenous,1,1,57,13,10.83975459,1,1,27348
TKTL2,TKTL2,All Targets,RNA,Endogenous,1,1,22,5,4.663403981,1,1,84076
SENP7,SENP7,All Targets,RNA,Endogenous,1,1,80,16,15.05008706,1,1,57337
TBC1D3C,"TBC1D3B,TBC1D3,TBC1D3D,TBC1D3E,TBC1D3F,TBC1D3G,TBC1D3H,TBC1D3I,TBC1D3K,TBC1D3L,TBC1D3P1-DHX40P1,TBC1D3C,TBC1D3P2",All Targets,RNA,Endogenous,1,4,197,45,42.45397608,1,1,414060
ALX1,ALX1,All Targets,RNA,Endogenous,1,1,30,7,6.169829675,1,1,8092
SLC5A1,SLC5A1,All Targets,RNA,Endogenous,1,1,87,11,9.4266528,1,1,6523
PRDX5,PRDX5,All Targets,RNA,Endogenous,1,1,147,27,23.28572377,1,1,25824
C5orf24,C5orf24,All Targets,RNA,Endogenous,1,1,44,10,8.048964784,1,1,134553
ST8SIA5,ST8SIA5,All Targets,RNA,Endogenous,1,1,36,6,5.862757339,1,1,29906
ONECUT3,ONECUT3,All Targets,RNA,Endogenous,1,1,19,4,3.865044878,1,1,390874
WNT6,WNT6,All Targets,RNA,Endogenous,1,1,18,4,3.667510583,1,1,7475
EFNA1,EFNA1,All Targets,RNA,Endogenous,1,1,61,16,12.74384737,1,1,1942
ARHGEF26,ARHGEF26,All Targets,RNA,Endogenous,1,1,68,10,9.753215712,1,1,26084
RASAL3,RASAL3,All Targets,RNA,Endogenous,1,3,419,25,28.25125128,1,1,64926
VGLL4,VGLL4,All Targets,RNA,Endogenous,1,1,47,8,6.298039537,1,1,9686
DNAJC13,DNAJC13,All Targets,RNA,Endogenous,1,1,57,12,11.33901482,1,1,23317
RPL36AL,RPL36AL,All Targets,RNA,Endogenous,1,2,203,39,34.70874533,1,1,6166
DUSP21,DUSP21,All Targets,RNA,Endogenous,1,1,24,5,4.385049536,1,1,63904
RHPN2,RHPN2,All Targets,RNA,Endogenous,1,1,141,35,28.26455044,1,1,85415
CLCA4,CLCA4,All Targets,RNA,Endogenous,1,1,25,4,3.598277739,1,1,22802
ANO3,ANO3,All Targets,RNA,Endogenous,1,1,36,5,4.966683952,1,1,63982
BNIP3L,BNIP3L,All Targets,RNA,Endogenous,1,1,102,26,23.04148426,1,1,665
ZDHHC4,ZDHHC4,All Targets,RNA,Endogenous,1,1,42,11,9.733169581,1,1,55146
GHRH,GHRH,All Targets,RNA,Endogenous,1,1,37,8,6.483344061,1,1,2691
AKR1C3,AKR1C3,All Targets,RNA,Endogenous,1,1,190,13,14.1339674,1,1,8644
CDK5R1,CDK5R1,All Targets,RNA,Endogenous,1,1,40,7,6.87427562,1,1,8851
CNGA2,CNGA2,All Targets,RNA,Endogenous,1,1,22,4,3.683231529,1,1,1260
CATSPER4,CATSPER4,All Targets,RNA,Endogenous,1,1,21,5,4.485648791,1,1,378807
PDP2,PDP2,All Targets,RNA,Endogenous,1,1,34,9,7.373588403,1,1,57546
NECTIN2,NECTIN2,All Targets,RNA,Endogenous,1,1,230,11,16.14605199,1,1,5819
SLC10A6,SLC10A6,All Targets,RNA,Endogenous,1,1,49,8,7.000674627,1,1,345274
SYTL2,SYTL2,All Targets,RNA,Endogenous,1,1,45,10,7.373924851,1,1,54843
TARS2,TARS2,All Targets,RNA,Endogenous,1,1,45,12,10.18284714,1,1,80222
OR2T8,OR2T8,All Targets,RNA,Endogenous,1,1,52,11,8.868482676,1,1,343172
RGL2,RGL2,All Targets,RNA,Endogenous,1,1,82,15,13.34154099,1,1,5863
STK32A,STK32A,All Targets,RNA,Endogenous,1,1,28,7,6.079886309,1,1,202374
RNF165,RNF165,All Targets,RNA,Endogenous,1,1,64,11,9.189222652,1,1,494470
LZTS2,LZTS2,All Targets,RNA,Endogenous,1,1,65,11,9.80996401,1,1,84445
ULK1,ULK1,All Targets,RNA,Endogenous,1,1,46,11,8.912505544,1,1,8408
HS3ST2,HS3ST2,All Targets,RNA,Endogenous,1,1,33,6,5.371709697,1,1,9956
TMEM232,TMEM232,All Targets,RNA,Endogenous,1,1,24,7,5.821826141,1,1,642987
TTC9,TTC9,All Targets,RNA,Endogenous,1,1,108,15,13.48425528,1,1,23508
RIMS3,RIMS3,All Targets,RNA,Endogenous,1,1,44,9,7.087985193,1,1,9783
CD109,CD109,All Targets,RNA,Endogenous,1,1,34,6,5.047546196,1,1,135228
ASAH1,ASAH1,All Targets,RNA,Endogenous,1,1,80,9,10.25135174,1,1,427
NUTM2G,NUTM2G,All Targets,RNA,Endogenous,1,1,148,31,27.07622014,1,1,441457
PTGDR2,PTGDR2,All Targets,RNA,Endogenous,1,1,25,6,5.54341782,1,1,11251
